title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
"Call, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Olympus Has Fallen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"First Time, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mezzo Forte,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Place Beyond the Pines, The",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Brass Teapot, The",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Phil Spector,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Host, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Admission,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Evil Dead,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Trance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Perfect Plan, A (Plan parfait, Un)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Oblivion,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Dark Tide,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wolf Children (Okami kodomo no ame to yuki),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Disconnect,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Invincible Iron Man, The",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yongary: Monster from the Deep,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Pain & Gain,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hulk Vs.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resolution,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Grabbers,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Justice League: Doom,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Grandmaster, The (Yi dai zong shi)",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
This Is the End,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron Man 3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"English Teacher, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mud,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Bill Hicks: Revelations,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pawn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Shaolin Temple (Shao Lin si),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Syrup,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Great Gatsby, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Star Trek Into Darkness,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Internship, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darkon,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Mimino,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Only God Forgives,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Hangover Part III, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fast & Furious 6 (Fast and the Furious 6, The)",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Epic,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Captain America,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tie Xi Qu: West of the Tracks (Tiexi qu),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rink, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain America II: Death Too Soon,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Down Terrace,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Frances Ha,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Lords of Salem, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Behind the Candelabra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
With Great Power: The Stan Lee Story,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
After Earth,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Now You See Me,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Inhuman Resources (Redd Inc.),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Way, Way Back, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Much Ado About Nothing,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Man of Steel,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"Kings of Summer, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Purge, The",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Rapture-Palooza,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20 Feet from Stardom (Twenty Feet from Stardom),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bling Ring, The",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Monsters University,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schlussmacher,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fullmetal Alchemist: The Sacred Star of Milos,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maniac,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Not Suitable for Children,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pacific Rim,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
LEGO Batman: The Movie - DC Heroes Unite,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Best Offer, The (Migliore offerta, La)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Adam and Eve (National Lampoon's Adam & Eve),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
World War Z,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Elysium,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Despicable Me 2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
White House Down,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"World's End, The",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Redemption (Hummingbird),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Heat, The",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lone Ranger, The",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Passion,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
V/H/S/2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"Knot, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Spectacular Now,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Lifeguard, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sharknado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Craig Ferguson: I'm Here To Help,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stuck in Love,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Class Act,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fruitvale Station,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R.I.P.D.,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Field in England, A",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
"Conjuring, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Turbo,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Wolverine, The",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Drinking Buddies,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Red 2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Coffee Town,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revenge for Jolly!,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2 Guns,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Jasmine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Great Beauty, The (Grande Bellezza, La)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3 dev adam (Three Giant Men),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Louis C.K.: Oh My God,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Percy Jackson: Sea of Monsters,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Smurfs 2, The",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan Partridge: Alpha Papa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man of Tai Chi,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Batman: Mystery of the Batwoman,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
We're the Millers,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grown Ups 2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kick-Ass 2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riddick,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Planes,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackfish,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Wind Rises, The (Kaze tachinu)",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jobs,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lee Daniels' The Butler,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
In a World...,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
About Time,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Justice League: Crisis on Two Earths,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
You're Next,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Maria Bamford: The Special Special Special!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Getaway,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mystery of the Third Planet, The (Tayna tretey planety)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rage of Honor,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gravity,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
What If,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"History of Future Folk, The",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Prisoners,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Austenland,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Insidious: Chapter 2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Rush,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Family, The",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Short Term 12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Collision Course,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"To Do List, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inescapable,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nebraska,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Enough Said,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Don Jon,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mood Indigo (L'écume des jours),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Century of the Self, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Fairy & the Magical Cactus and 2012,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Milo (Bad Milo!),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Runner Runner,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Blue Is the Warmest Color (La vie d'Adèle),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Cloudy with a Chance of Meatballs 2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Captain Phillips,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"All Dogs Christmas Carol, An",0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Machete Kills (Machete 2),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Filth,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Escape Plan,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Thief of Paris, The (Le voleur)",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Carrie,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
UnHung Hero,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Counselor, The",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Escape From Tomorrow,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Double, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12 Years a Slave,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
All Is Lost,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ender's Game,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Jackass Presents: Bad Grandpa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thor: The Dark World,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Dallas Buyers Club,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Selfish Giant, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Last Vegas,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Philomena,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Book Thief, The",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Hunger Games: Catching Fire,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Hobbit: The Desolation of Smaug, The",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
47 Ronin,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Delivery Man,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Countryman,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Red Flag,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Day of the Doctor, The",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Guilty of Romance (Koi no tsumi),0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Frozen,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Inside Llewyn Davis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Wolf of Wall Street, The",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Homefront,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mandela: Long Walk to Freedom,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Evangelion: 3.0 You Can (Not) Redo,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
All is Bright,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tim's Vermeer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
American Hustle,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Secret Life of Walter Mitty, The",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Her,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
RoboGeisha (Robo-geisha),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Christmas Carol, A",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Lone Survivor,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Saving Mr. Banks,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Oldboy,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Dampfnudelblues,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Anchorman 2: The Legend Continues,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snowpiercer,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Only Old Men Are Going to Battle (V boy idut odni stariki),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Guest from the Future (Gostya iz buduschego),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Kidnapping, Caucasian Style (Kavkazskaya plennitsa)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Haunter,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Wrong Cops,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muppet Christmas: Letters to Santa, A",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninja: Shadow of a Tear,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Fuck You, Goethe (Fack Ju Göhte)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High School,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grudge Match,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highlander: The Search for Vengeance,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Only Lovers Left Alive,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Cats,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MacGyver: Trail to Doomsday,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Karma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hunting Elephants,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball Z: Battle of Gods,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Freezer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
We Are What We Are,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
Dragon ball Z 04: Lord Slug,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinese Puzzle (Casse-tête chinois),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi),1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ride Along,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Ryan: Shadow Recruit,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Divergent,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
Hotel Chevalier (Part 1 of 'The Darjeeling Limited'),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ernest & Célestine (Ernest et Célestine),0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Drift,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"I, Frankenstein",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Better Living Through Chemistry,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nymphomaniac: Volume I,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Enemy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Wonder Woman,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Monuments Men, The",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Lego Movie,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RoboCop,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"Art of the Steal, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nymphomaniac: Volume II,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Knights of Badassdom,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Venus in Fur (La Vénus à la fourrure),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Date and Switch,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zero Theorem, The",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Winter's Tale,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
On the Other Side of the Tracks (De l'autre côté du périph),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GLOW: The Story of the Gorgeous Ladies of Wrestling,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cold Comes the Night,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Chouchou,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Someone Marry Barry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
About Last Night,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Grand Budapest Hotel, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Oversimplification of Her Beauty, An",0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Bring It On: Fight to the Finish,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
That Awkward Moment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Interstellar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3 Days to Kill,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Welcome to the Jungle,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Non-Stop,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Wrinkles (Arrugas),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Garden of Words, The (Koto no ha no niwa)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300: Rise of an Empire,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Particle Fever,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bag Man, The",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Mr. Peabody & Sherman,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under the Skin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Need for Speed,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Barefoot,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Veronica Mars,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Bad Words,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Son of God,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Puss in Boots: The Three Diablos,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Why Don't You Play In Hell? (Jigoku de naze warui),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ocho apellidos vascos,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain America: The Winter Soldier,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Noah,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Nut Job, The",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King of Comedy (Hei kek ji wong),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13 Sins,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Muppets Most Wanted,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Me and you (io e te),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Free to Play,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Unknown Known, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Raid 2: Berandal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Brain Smasher... A Love Story (Bouncer and the Lady, The)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Amazing Spider-Man 2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Calvary,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
